President,Date,Ordernumber,Description
William J. Clinton,3-May-00,Executive Order 13154,Establishing the Kosovo Campaign Medal
William J. Clinton,10-May-00,Executive Order 13155,Access to HIV/AIDS Pharmaceuticals and MedicalTechnologies
William J. Clinton,17-May-00,Executive Order 13156,Amendment to Executive Order 12871 Regarding the National Partnership Council
William J. Clinton,23-May-00,Executive Order 13157,Increasing Opportunities for Women-Owned Small Businesses
William J. Clinton,26-May-00,Executive Order 13158,Marine Protected Areas
William J. Clinton,21-Jun-00,Executive Order 13159,Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons
William J. Clinton,23-Jun-00,Executive Order 13160,"Nondiscrimination on the Basis of Race, Sex, Color, National Origin, Disability, Religion, Age, Sexual Orientation, and Status as a Parent in Federally Conducted Education and Training Programs"
William J. Clinton,29-Jun-00,Executive Order 13161,Establishment of the Presidential Medal of Valor for Public Safety Officers
William J. Clinton,6-Jul-00,Executive Order 13162,Federal Career Intern Program
William J. Clinton,26-Jul-00,Executive Order 13164,Requiring Federal Agencies To Establish Procedures ToFacilitate the Provision of Reasonable Accommodation
William J. Clinton,26-Jul-00,Executive Order 13163,Increasing the Opportunity for Individuals With Disabilities To Be Employed in the Federal Government
William J. Clinton,9-Aug-00,Executive Order 13165,Creation of the White House Task Force on Drug Use in Sports and Authorization for the Director of the Office of National Drug Control Policy To Serve as the United States Governments Representative on the Board of the World Anti-Doping Agency
William J. Clinton,11-Aug-00,Executive Order 13166,Improving Access to Services for Persons With Limited English Proficiency
William J. Clinton,15-Sep-00,Executive Order 13167,"Amendment to Executive Order 13147, Increasing the Membership of the White House Commission on Complementary and Alternative Medicine Policy"
William J. Clinton,22-Sep-00,Executive Order 13168,Presidents Commission on Improving Economic Opportunity in Communities Dependent on Tobacco Production While Protecting Public Health
William J. Clinton,6-Oct-00,Executive Order 13169,Assistance to Small Business Exporters and Dislocated Workers
William J. Clinton,6-Oct-00,Executive Order 13170,Increasing Opportunities and Access for Disadvantaged Businesses
William J. Clinton,12-Oct-00,Executive Order 13171,Hispanic Employment in the Federal Government
William J. Clinton,25-Oct-00,Executive Order 13172,"Amendment to Executive Order 13078, To Expand the Role of the National Task Force on Employment of Adults With Disabilities To Include a Focus on Youth"
William J. Clinton,25-Oct-00,Executive Order 13173,Interagency Task Force on the Economic Development of the Central San Joaquin Valley
William J. Clinton,27-Oct-00,Executive Order 13174,"Commission on Workers, Communities, and Economic Change in the New Economy"
William J. Clinton,6-Nov-00,Executive Order 13175,Consultation and Coordination With Indian Tribal Governments
William J. Clinton,27-Nov-00,Executive Order 13176,Facilitation of a Presidential Transition
William J. Clinton,4-Dec-00,Executive Order 13178,Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve
William J. Clinton,4-Dec-00,Executive Order 13177,National Commission on the Use of Offsets in Defense Trade and President's Council on the Use of Offsets in Commercial Trade
William J. Clinton,7-Dec-00,Executive Order 13179,Providing Compensation to Americas Nuclear Weapons Workers
William J. Clinton,7-Dec-00,Executive Order 13180,Air Traffic Performance-Based Organization
William J. Clinton,20-Dec-00,Executive Order 13181,To Protect the Privacy of Protected Health Information in Oversight Investigations
William J. Clinton,23-Dec-00,Executive Order 13183,Establishment of the Presidents Task Force on Puerto Ricos Status
William J. Clinton,23-Dec-00,Executive Order 13182,Adjustments of Certain Rates of Pay
William J. Clinton,28-Dec-00,Executive Order 13184,Revocation of Executive Order 12834
William J. Clinton,28-Dec-00,Executive Order 13185,To Strengthen the Federal Government-University Research Partnership
William J. Clinton,10-Jan-01,Executive Order 13186,Responsibilities of Federal Agencies To Protect Migratory Birds
William J. Clinton,10-Jan-01,Executive Order 13187,The Presidents Disability Employment Partnership Board
William J. Clinton,12-Jan-01,Executive Order 13188,"Amendment to Executive Order 13111, Extension of the Advisory Committee on Expanding Training Opportunities"
William J. Clinton,15-Jan-01,Executive Order 13189,Federal Interagency Task Force on the District of Columbia
William J. Clinton,15-Jan-01,Executive Order 13190,Presidents Commission on Educational Resource Equity
William J. Clinton,17-Jan-01,Executive Order 13192,Lifting and Modifying Measures With Respect to the Federal Republic of Yugoslavia (Serbia and Montenegro)
William J. Clinton,17-Jan-01,Executive Order 13191,Implementation of the African Growth and Opportunity Act and the United States-Caribbean Basin Trade Partnership Act
William J. Clinton,18-Jan-01,Executive Order 13197,Governmentwide Accountability for Merit System Principles; Workforce Information
William J. Clinton,18-Jan-01,Executive Order 13193,Federal Leadership on Global Tobacco Control and Prevention
William J. Clinton,18-Jan-01,Executive Order 13195,Trails for America in the 21st Century
William J. Clinton,18-Jan-01,Executive Order 13196,Final Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve
George W. Bush,29-Jan-01,Executive Order 13198,Agency Responsibilities With Respect to Faith-Based and Community Initiatives
George W. Bush,29-Jan-01,Executive Order 13199,Establishment of White House Office of Faith-Based and Community Initiatives
George W. Bush,11-Feb-01,Executive Order 13200,"Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended"
George W. Bush,17-Feb-01,Executive Order 13201,Notification of Employee Rights Concerning Payment of Union Dues or Fees
George W. Bush,17-Feb-01,Executive Order 13202,Preservation of Open Competition and Government Neutrality Towards Government Contractors Labor Relations on Federal and Federally Funded Construction Projects
George W. Bush,17-Feb-01,Executive Order 13203,Revocation of Executive Order and Presidential Memorandum Concerning Labor-Management Partnerships
George W. Bush,17-Feb-01,Executive Order 13204,Revocation of Executive Order on Nondisplacement of Qualified Workers Under Certain Contracts
George W. Bush,9-Mar-01,Executive Order 13205,"Establishing an Emergency Board To Investigate a Dispute Between Northwest Airlines, Inc., and Its Employees Represented by the Aircraft Mechanics Fraternal Association"
George W. Bush,4-Apr-01,Executive Order 13206,Termination of Emergency Authority for Certain Export Controls
George W. Bush,5-Apr-01,Executive Order 13207,"Further Amendment to Executive Order 10000, Regulations Governing Additional Compensation and Credit Granted Certain Employees of the Federal Government Serving Outside the United States"
George W. Bush,6-Apr-01,Executive Order 13208,"Amendment to Executive Order 13202, Preservation of Open Competition and Government Neutrality Towards Government Contractors Labor Relations on Federal and Federally Funded Construction Projects"
George W. Bush,30-Apr-01,Executive Order 13209,"Amendment to Executive Order 13183, Establishment of the Presidents Task Force on Puerto Ricos Status"
George W. Bush,2-May-01,Executive Order 13210,Presidents Commission To Strengthen Social Security
George W. Bush,18-May-01,Executive Order 13211,"Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use"
George W. Bush,18-May-01,Executive Order 13212,Actions To Expedite Energy-Related Projects
George W. Bush,22-May-01,Executive Order 13213,Additional Measures With Respect to Prohibiting the Importation of Rough Diamonds From Sierra Leone
George W. Bush,28-May-01,Executive Order 13214,Presidents Task Force To Improve Health Care Delivery for Our Nations Veterans
George W. Bush,31-May-01,Executive Order 13215,"Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended"
George W. Bush,6-Jun-01,Executive Order 13216,"Amendment to Executive Order 13125, Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs"
George W. Bush,18-Jun-01,Executive Order 13217,Community-Based Alternatives for Individuals With Disabilities
George W. Bush,20-Jun-01,Executive Order 13218,21st Century Workforce Initiative
George W. Bush,26-Jun-01,Executive Order 13219,Blocking Property of Persons Who Threaten International Stabilization Efforts in the Western Balkans
George W. Bush,2-Jul-01,Executive Order 13220,Waiver Under the Trade Act of 1974 With Respect to the Republic of Belarus
George W. Bush,31-Jul-01,Executive Order 13221,Energy Efficient Standby Power Devices
George W. Bush,17-Aug-01,Executive Order 13222,Continuation of Export Control Regulations
George W. Bush,14-Sep-01,Executive Order 13223,Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation
George W. Bush,23-Sep-01,Executive Order 13224,"Blocking Property and Prohibiting Transactions With Persons Who Commit, Threaten To Commit, or Support Terrorism"
George W. Bush,28-Sep-01,Executive Order 13225,Continuance of Certain Federal Advisory Committees
George W. Bush,30-Sep-01,Executive Order 13226,Presidents Council of Advisors on Science and Technology
George W. Bush,2-Oct-01,Executive Order 13227,Presidents Commission on Excellence in Special Education
George W. Bush,8-Oct-01,Executive Order 13228,Establishing the Office of Homeland Security and the Homeland Security Council
George W. Bush,9-Oct-01,Executive Order 13229,"Amendment to Executive Order 13045, Extending the Task Force on Environmental Health Risks and Safety Risks to Children"
George W. Bush,12-Oct-01,Executive Order 13230,Presidents Advisory Commission on Educational Excellence for Hispanic Americans
George W. Bush,16-Oct-01,Executive Order 13231,Critical Infrastructure Protection in the Information Age
George W. Bush,20-Oct-01,Executive Order 13232,"Further Amendment to Executive Order 10789, As Amended, To Authorize the Department of Health and Human Services To Exercise Certain Contracting Authority in Connection With National Defense Functions"
George W. Bush,1-Nov-01,Executive Order 13233,Further Implementation of the Presidential Records Act
George W. Bush,9-Nov-01,Executive Order 13234,Presidential Task Force on Citizen Preparedness in the War on Terrorism
George W. Bush,16-Nov-01,Executive Order 13235,National Emergency Construction Authority
George W. Bush,27-Nov-01,Executive Order 13236,Waiver of Dual Compensation Provisions of the Central Intelligence Agency Retirement Act of 1964
George W. Bush,28-Nov-01,Executive Order 13237,Creation of the Presidents Council on Bioethics
George W. Bush,5-Dec-01,Executive Order 13238,"Closing of Federal Government Executive Departments and Agencies on Monday, December 24, 2001"
George W. Bush,12-Dec-01,Executive Order 13239,Designation of Afghanistan and the Airspace Above as a Combat Zone
George W. Bush,18-Dec-01,Executive Order 13240,Council of Europe in Respect of the Group of States Against Corruption
George W. Bush,18-Dec-01,Executive Order 13241,Providing an Order of Succession Within the Department of Agriculture
George W. Bush,18-Dec-01,Executive Order 13242,Providing an Order of Succession Within the Department of Commerce
George W. Bush,18-Dec-01,Executive Order 13243,Providing an Order of Succession Within the Department of Housing and Urban Development
George W. Bush,18-Dec-01,Executive Order 13244,Providing an Order of Succession Within the Department of the Interior
George W. Bush,18-Dec-01,Executive Order 13245,Providing an Order of Succession Within the Department of Labor
George W. Bush,18-Dec-01,Executive Order 13246,Providing an Order of Succession Within the Department of the Treasury
George W. Bush,18-Dec-01,Executive Order 13247,Providing an Order of Succession Within the Department of Veterans Affairs
George W. Bush,20-Dec-01,Executive Order 13248,"Establishing an Emergency Board To Investigate a Dispute Between United Airlines, Inc., and Its Mechanics and Related Employees Represented by the International Association of Machinists and Aerospace Workers"
George W. Bush,28-Dec-01,Executive Order 13249,Adjustments of Certain Rates of Pay
George W. Bush,28-Dec-01,Executive Order 13250,Providing an Order of Succession Within the Department of Health and Human Services
George W. Bush,28-Dec-01,Executive Order 13251,Providing an Order of Succession Within the Department of State
George W. Bush,7-Jan-02,Executive Order 13252,Exclusions From the Federal Labor-Management Relations Program
George W. Bush,16-Jan-02,Executive Order 13253,"Amendment to Executive Order 13223, Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation"
George W. Bush,29-Jan-02,Executive Order 13254,Establishing the USA Freedom Corps
George W. Bush,6-Feb-02,Executive Order 13255,"Amendment to Executive Order 13227, Presidents Commission on Excellence in Special Education"
George W. Bush,12-Feb-02,Executive Order 13256,Presidents Board of Advisors on Historically Black Colleges and Universities
George W. Bush,13-Feb-02,Executive Order 13257,Presidents Interagency Task Force To Monitor and Combat Trafficking in Persons
George W. Bush,26-Feb-02,Executive Order 13258,Amending Executive Order 12866 on Regulatory Planning and Review
George W. Bush,19-Mar-02,Executive Order 13259,Designation of Public International Organizations for Purposes of the Securities Exchange Act of 1934 and the Foreign Corrupt Practices Act of 1977
George W. Bush,19-Mar-02,Executive Order 13260,Establishing the Presidents Homeland Security Advisory Council and Senior Advisory Committees for Homeland Security
George W. Bush,19-Mar-02,Executive Order 13261,Providing An Order of Succession in the Environmental Protection Agency and Amending Certain Orders on Succession
George W. Bush,11-Apr-02,Executive Order 13262,"Amendments to the Manual for Courts-Martial, United States"
George W. Bush,29-Apr-02,Executive Order 13263,Presidents New Freedom Commission on Mental Health
George W. Bush,4-Jun-02,Executive Order 13264,"Amendment to Executive Order 13180, Air Traffic Performance-Based Organization"
George W. Bush,6-Jun-02,Executive Order 13265,Presidents Council on Physical Fitness and Sports
George W. Bush,20-Jun-02,Executive Order 13266,Activities To Promote Personal Fitness
George W. Bush,20-Jun-02,Executive Order 13267,Establishing a Transition Planning Office for the Department of Homeland Security Within the Office of Management and Budget
George W. Bush,2-Jul-02,Executive Order 13268,"Termination of Emergency With Respect to the Taliban and Amendment of Executive Order 13224 of September 23, 2001"
George W. Bush,3-Jul-02,Executive Order 13269,Expedited Naturalization of Aliens and Noncitizen Nationals Serving in an Active-Duty Status During the War on Terrorism
George W. Bush,3-Jul-02,Executive Order 13270,Tribal Colleges and Universities
George W. Bush,9-Jul-02,Executive Order 13271,Establishment of the Corporate Fraud Task Force
George W. Bush,13-Aug-02,Executive Order 13272,Proper Consideration of Small Entities in Agency Rulemaking
George W. Bush,21-Aug-02,Executive Order 13273,"Further Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States"
George W. Bush,18-Sep-02,Executive Order 13274,Environmental Stewardship and Transportation Infrastructure Project Reviews
George W. Bush,7-Oct-02,Executive Order 13275,Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States
George W. Bush,15-Nov-02,Executive Order 13276,Delegation of Responsibilities Concerning Undocumented Aliens Interdicted or Intercepted in the Caribbean Region
George W. Bush,19-Nov-02,Executive Order 13277,Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Act of 2002
George W. Bush,11-Dec-02,Executive Order 13278,Presidents Commission on the United States Postal Service
George W. Bush,12-Dec-02,Executive Order 13279,Equal Protection of the Laws for Faith-Based and Community Organizations
George W. Bush,12-Dec-02,Executive Order 13280,Responsibilities of the Department of Agriculture and the Agency for International Development With Respect to Faith-Based and Community Initiatives
George W. Bush,19-Dec-02,Executive Order 13281,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Tuesday, December 24, 2002"
George W. Bush,31-Dec-02,Executive Order 13282,Adjustments of Certain Rates of Pay
George W. Bush,21-Jan-03,Executive Order 13283,Establishing the Office of Global Communications
George W. Bush,23-Jan-03,Executive Order 13284,"Amendment of Executive Orders, and Other Actions, in Connection With the Establishment of the Department of Homeland Security"
George W. Bush,29-Jan-03,Executive Order 13285,Presidents Council on Service and Civic Participation
George W. Bush,28-Feb-03,Executive Order 13286,"Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security"
George W. Bush,3-Mar-03,Executive Order 13287,Preserve America
George W. Bush,6-Mar-03,Executive Order 13288,Blocking Property of Persons Undermining Democratic Processes or Institutions in Zimbabwe
George W. Bush,12-Mar-03,Executive Order 13289,Establishing the Global War on Terrorism Medals
George W. Bush,20-Mar-03,Executive Order 13290,Confiscating and Vesting Certain Iraqi Property
George W. Bush,21-Mar-03,Executive Order 13291,Further Adjustment of Certain Rates of Pay
George W. Bush,25-Mar-03,Executive Order 13292,"Further Amendment to Executive Order 12958, as Amended, Classified National Security Information"
George W. Bush,28-Mar-03,Executive Order 13293,"Amendment to Executive Order 10448, Establishing the National Defense Service Medal"
George W. Bush,28-Mar-03,Executive Order 13294,"Regulations Relating to Hazardous Duty Incentive Pay, Aviation Career Incentive Pay, and Submarine Duty Incentive Pay"
George W. Bush,4-Apr-03,Executive Order 13295,Revised List of Quarantinable Communicable Diseases
George W. Bush,18-Apr-03,Executive Order 13296,"Amendments to Executive Order 13045, Protection of Children From Environmental Health Risks and Safety Risks"
George W. Bush,23-Apr-03,Executive Order 13297,"Applying the Federal Physicians Comparability Allowance Amendments of 2000 to Participants in the Foreign Service Retirement and Disability System, the Foreign Service Pension System, and the Central Intelligence Agency Retirement and Disability System"
George W. Bush,6-May-03,Executive Order 13298,Termination of Emergency With Respect to the Actions and Policies of UNITA and Revocation of Related Executive Orders
George W. Bush,8-May-03,Executive Order 13299,Interagency Group on Insular Areas
George W. Bush,9-May-03,Executive Order 13300,Facilitating the Administration of Justice in the Federal Courts
George W. Bush,14-May-03,Executive Order 13301,Increasing the Number of Members on the Intelligence Oversight Board
George W. Bush,15-May-03,Executive Order 13302,"Amending Executive Order 13212, Actions To Expedite Energy-Related Projects"
George W. Bush,22-May-03,Executive Order 13303,Protecting the Development Fund for Iraq and Certain Other Property in Which Iraq Has an Interest
George W. Bush,28-May-03,Executive Order 13304,"Termination of Emergencies With Respect to Yugoslavia and Modification of Executive Order 13219 of June 26, 2001"
George W. Bush,28-May-03,Executive Order 13305,Extension of the Presidents Information Technology Advisory Committee and the Presidents Council of Advisors on Science and Technology
George W. Bush,28-May-03,Executive Order 13306,Establishing the Bob Hope American Patriot Award
George W. Bush,29-May-03,Executive Order 13307,European Central Bank
George W. Bush,20-Jun-03,Executive Order 13308,"Further Amendment to Executive Order 12580, as Amended, Superfund Implementation"
George W. Bush,25-Jul-03,Executive Order 13309,"Amendments to Executive Order 12994, and Renaming the Presidents Committee on Mental Retardation As the Presidents Committee for People With Intellectual Disabilities"
George W. Bush,28-Jul-03,Executive Order 13310,Blocking Property of the Government of Burma and Prohibiting Certain Transactions
George W. Bush,29-Jul-03,Executive Order 13311,Homeland Security Information Sharing
George W. Bush,29-Jul-03,Executive Order 13312,Implementing the Clean Diamond Trade Act
George W. Bush,31-Jul-03,Executive Order 13313,Delegation of Certain Congressional Reporting Functions
George W. Bush,8-Aug-03,Executive Order 13314,Waiver Under the Trade Act of 1974 With Respect to Turkmenistan
George W. Bush,28-Aug-03,Executive Order 13315,"Blocking Property of the Former Iraqi Regime, Its Senior Officials and Their Family Members, and Taking Certain Other Actions"
George W. Bush,17-Sep-03,Executive Order 13316,Continuance of Certain Federal Advisory Committees
George W. Bush,25-Sep-03,Executive Order 13317,Volunteers for Prosperity
George W. Bush,21-Nov-03,Executive Order 13318,Presidential Management Fellows Program
George W. Bush,3-Dec-03,Executive Order 13319,"Amendment to Executive Order 13183, Establishment of the Presidents Task Force on Puerto Ricos Status"
George W. Bush,9-Dec-03,Executive Order 13320,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2003"
George W. Bush,17-Dec-03,Executive Order 13321,Appointments During National Emergency
George W. Bush,30-Dec-03,Executive Order 13322,Adjustments of Certain Rates of Pay
George W. Bush,30-Dec-03,Executive Order 13323,Assignment of Functions Relating to Arrivals in and Departures From the United States
George W. Bush,15-Jan-04,Executive Order 13324,Termination of Emergency With Respect to Sierra Leone and Liberia
George W. Bush,23-Jan-04,Executive Order 13325,"Amendment to Executive Order 12293, the Foreign Service of the United States"
George W. Bush,27-Jan-04,Executive Order 13326,Presidents Commission on Implementation of United States Space Exploration Policy
George W. Bush,4-Feb-04,Executive Order 13327,Federal Real Property Asset Management
George W. Bush,6-Feb-04,Executive Order 13328,Commission on the Intelligence Capabilities of the United States Regarding Weapons of Mass Destruction
George W. Bush,24-Feb-04,Executive Order 13329,Encouraging Innovation in Manufacturing
George W. Bush,24-Feb-04,Executive Order 13330,Human Service Transportation Coordination
George W. Bush,27-Feb-04,Executive Order 13331,National and Community Service Programs
George W. Bush,3-Mar-04,Executive Order 13332,Further Adjustment of Certain Rates of Pay
George W. Bush,18-Mar-04,Executive Order 13333,Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003
George W. Bush,10-Apr-04,Executive Order 13334,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Conductors Represented by the United Transportation Union
George W. Bush,27-Apr-04,Executive Order 13335,Incentives for the Use of Health Information Technology and Establishing the Position of the National Health Information Technology Coordinator
George W. Bush,30-Apr-04,Executive Order 13336,American Indian and Alaska Native Education
George W. Bush,30-Apr-04,Executive Order 13337,Issuance of Permits With Respect to Certain Energy-Related Facilities and Land Transportation Crossings on the International Boundaries of the United States
George W. Bush,11-May-04,Executive Order 13338,Blocking Property of Certain Persons and Prohibiting the Export of Certain Goods to Syria
George W. Bush,13-May-04,Executive Order 13339,Increasing Economic Opportunity and Business Participation of Asian Americans and Pacific Islanders
George W. Bush,18-May-04,Executive Order 13340,Establishment of Great Lakes Interagency Task Force and Promotion of a Regional Collaboration of National Significance for the Great Lakes
George W. Bush,20-May-04,Executive Order 13341,"Further Amendment to Executive Order 11023, Providing for the Performance by the Secretary of Commerce of Certain Functions Relating to the National Oceanic and Atmospheric Administration"
George W. Bush,1-Jun-04,Executive Order 13342,Responsibilities of the Departments of Commerce and Veterans Affairs and the Small Business Administration With Respect to Faith-Based and Community Initiatives
George W. Bush,6-Jun-04,Executive Order 13343,"Providing for the Closing of Government Departments and Agencies on June 11, 2004"
George W. Bush,7-Jul-04,Executive Order 13344,Amending Executive Order 13261 on the Order of Succession in the Environmental Protection Agency
George W. Bush,8-Jul-04,Executive Order 13345,Assigning Foreign Affairs Functions and Implementing the Enterprise for the Americas Initiative and the Tropical Forest Conservation Act
George W. Bush,8-Jul-04,Executive Order 13346,"Delegation of Certain Waiver, Determination, Certification, Recommendation, and Reporting Functions"
George W. Bush,22-Jul-04,Executive Order 13347,Individuals With Disabilities in Emergency Preparedness
George W. Bush,22-Jul-04,Executive Order 13348,Blocking Property of Certain Persons and Prohibiting the Importation of Certain Goods From Liberia
George W. Bush,23-Jul-04,Executive Order 13349,Amending Executive Order 13226 To Designate the Presidents Council of Advisors on Science and Technology To Serve as the National Nanotechnology Advisory Panel
George W. Bush,29-Jul-04,Executive Order 13350,"Termination of Emergency Declared in Executive Order 12722 With Respect to Iraq and Modification of Executive Order 13290, Executive Order 13303, and Executive Order 13315"
George W. Bush,9-Aug-04,Executive Order 13351,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Conductors Represented by the United Transportation Union
George W. Bush,26-Aug-04,Executive Order 13352,Facilitation of Cooperative Conservation
George W. Bush,27-Aug-04,Executive Order 13353,Establishing the Presidents Board on Safeguarding Americans Civil Liberties
George W. Bush,27-Aug-04,Executive Order 13354,National Counterterrorism Center
George W. Bush,27-Aug-04,Executive Order 13355,Strengthened Management of the Intelligence Community
George W. Bush,27-Aug-04,Executive Order 13356,Strengthening the Sharing of Terrorism Information To Protect Americans
George W. Bush,20-Sep-04,Executive Order 13357,Termination of Emergency Declared in Executive Order 12543 With Respect to the Policies and Actions of the Government of Libya and Revocation of Related Executive Orders
George W. Bush,28-Sep-04,Executive Order 13358,"Assignment of Functions Relating to Certain Appointments, Promotions, and Commissions in the Armed Forces"
George W. Bush,20-Oct-04,Executive Order 13359,"Amendment to Executive Order 13173, Interagency Task Force on the Economic Development of the Central San Joaquin Valley"
George W. Bush,20-Oct-04,Executive Order 13360,Providing Opportunities for Service-Disabled Veteran Businesses To Increase Their Federal Contracting and Subcontracting
George W. Bush,16-Nov-04,Executive Order 13361,"Assignment of Functions Under the United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2003"
George W. Bush,29-Nov-04,Executive Order 13362,Designation of Additional Officers for the Department of Homeland Security Order of Succession
George W. Bush,29-Nov-04,Executive Order 13363,Establishing the Afghanistan and Iraq Campaign Medals
George W. Bush,29-Nov-04,Executive Order 13364,Modifying the Protection Granted to the Development Fund for Iraq and Certain Property in Which Iraq Has an Interest and Protecting the Central Bank of Iraq
George W. Bush,3-Dec-04,Executive Order 13365,"2004 Amendments to the Manual for Courts-Martial, United States"
George W. Bush,17-Dec-04,Executive Order 13366,Committee on Ocean Policy
George W. Bush,21-Dec-04,Executive Order 13367,United States-Mexico Border Health Commission
George W. Bush,30-Dec-04,Executive Order 13368,Adjustments of Certain Rates of Pay
George W. Bush,7-Jan-05,Executive Order 13369,Presidents Advisory Panel on Federal Tax Reform
George W. Bush,13-Jan-05,Executive Order 13370,Providing an Order of Succession in the Office of Management and Budget
George W. Bush,27-Jan-05,Executive Order 13371,"Amendments to Executive Order 13285, Relating to the Presidents Council on Service and Civic Participation"
George W. Bush,16-Feb-05,Executive Order 13372,Clarification of Certain Executive Orders Blocking Property and Prohibiting Certain Transactions
George W. Bush,10-Mar-05,Executive Order 13373,Amendments to Executive Order 11926 Relating to the Vice Presidential Service Badge
George W. Bush,14-Mar-05,Executive Order 13374,Amendments to Executive Order 12293 - The Foreign Service of the United States
George W. Bush,1-Apr-05,Executive Order 13375,Amendment to Executive Order 13295 Relating to Certain Influenza Viruses and Quarantinable Communicable Diseases
George W. Bush,13-Apr-05,Executive Order 13376,"Amendments to Executive Order 12863, Relating to the Presidents Foreign Intelligence Advisory Board"
George W. Bush,13-Apr-05,Executive Order 13377,"Designating the African Union as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
George W. Bush,12-May-05,Executive Order 13378,Amendments to Executive Order 12788 Relating to the Defense Economic Adjustment Program
George W. Bush,16-Jun-05,Executive Order 13379,"Amendment to Executive Order 13369, Relating to the Presidents Advisory Panel on Federal Tax Reform"
George W. Bush,17-Jun-05,Executive Order 13380,Implementing Amendments to Agreement on Border Environment Cooperation Commission and North American Development Bank
George W. Bush,27-Jun-05,Executive Order 13381,Strengthening Processes Relating to Determining Eligibility for Access to Classified National Security Information
George W. Bush,28-Jun-05,Executive Order 13382,Blocking Property of Weapons of Mass Destruction Proliferators and Their Supporters
George W. Bush,15-Jul-05,Executive Order 13383,Amending Executive Orders 12139 and 12949 in Light of Establishment of the Office of Director of National Intelligence
George W. Bush,27-Jul-05,Executive Order 13384,Assignment of Functions Relating to Original Appointments as Commissioned Officers and Chief Warrant Officer Appointments in the Armed Forces
George W. Bush,29-Sep-05,Executive Order 13385,Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders
George W. Bush,30-Sep-05,Executive Order 13386,"Further Amendment to Executive Order 13369, Relating to the Presidents Advisory Panel on Federal Tax Reform"
George W. Bush,14-Oct-05,Executive Order 13387,"2005 Amendments to the Manual for Courts-Martial, United States"
George W. Bush,25-Oct-05,Executive Order 13388,Further Strengthening the Sharing of Terrorism Information To Protect Americans
George W. Bush,1-Nov-05,Executive Order 13389,Creation of the Gulf Coast Recovery and Rebuilding Council
George W. Bush,1-Nov-05,Executive Order 13390,Establishment of a Coordinator of Federal Support for the Recovery and Rebuilding of the Gulf Coast Region
George W. Bush,22-Nov-05,Executive Order 13391,Blocking Property of Additional Persons Undermining Democratic Processes or Institutions in Zimbabwe
George W. Bush,14-Dec-05,Executive Order 13392,Improving Agency Disclosure of Information
George W. Bush,22-Dec-05,Executive Order 13393,Adjustments of Certain Rates of Pay
George W. Bush,22-Dec-05,Executive Order 13394,Providing an Order of Succession Within the Department of Defense
George W. Bush,13-Jan-06,Executive Order 13395,"Designating the Global Fund To Fight AIDS, Tuberculosis and Malaria as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
George W. Bush,7-Feb-06,Executive Order 13396,Blocking Property of Certain Persons Contributing to the Conflict in Cote d'Ivoire
George W. Bush,7-Mar-06,Executive Order 13397,Responsibilities of the Department of Homeland Security With Respect to Faith-Based and Community Initiatives
George W. Bush,18-Apr-06,Executive Order 13398,National Mathematics Advisory Panel
George W. Bush,25-Apr-06,Executive Order 13399,Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria
George W. Bush,26-Apr-06,Executive Order 13400,Blocking Property of Persons in Connection With the Conflict in Sudan's Darfur Region
George W. Bush,27-Apr-06,Executive Order 13401,Responsibilities of Federal Departments and Agencies With Respect to Volunteer Community Service
George W. Bush,10-May-06,Executive Order 13402,Strengthening Federal Efforts To Protect Against Identity Theft
George W. Bush,12-May-06,Executive Order 13403,"Amendments to Executive Orders 11030, 13279, 13339, 13381, and 13389, and Revocation of Executive Order 13011"
George W. Bush,7-Jun-06,Executive Order 13404,Task Force on New Americans
